Time,Freq,Mag,Phase,FreqCmd,MagCmd,PhaseCmd,Headroom
4.93487548828125,0.20000000298023224,0.09276276081800461,-15.236482620239258,0.20000000298023224,0.03194984421133995,115.0070571899414,797.0
14.04796290397644,0.21939446032047272,0.09741990268230438,-15.341130256652832,0.21939446032047272,0.040239367634058,141.60523986816406,797.0
22.37361192703247,0.24061596393585205,0.09610091894865036,-15.72697639465332,0.24061596393585205,0.035017117857933044,144.36695861816406,797.0
29.946752071380615,0.2639915347099304,0.09590048342943192,-18.20737075805664,0.2639915347099304,0.041495874524116516,133.71072387695312,797.0
36.86076521873474,0.28951936960220337,0.09702327102422714,-20.936372756958008,0.28951936960220337,0.05201268196105957,130.29837036132812,797.0
43.155728340148926,0.31766197085380554,0.09987589716911316,-21.71074104309082,0.31766197085380554,0.05957738310098648,141.5186004638672,797.0
48.89459586143494,0.3484320342540741,0.09902369230985641,-23.533723831176758,0.3484320342540741,0.061570703983306885,138.40830993652344,797.0
54.12069320678711,0.3822629749774933,0.09922916442155838,-25.990734100341797,0.3822629749774933,0.06670171767473221,137.8446807861328,797.0
58.89953255653381,0.41946306824684143,0.09918271750211716,-28.534820556640625,0.41946306824684143,0.0725102573633194,136.37120056152344,797.0
63.24634385108948,0.4604051113128662,0.10749120265245438,-29.944902420043945,0.4604051113128662,0.10459555685520172,148.0269317626953,796.0
67.20738434791565,0.5050504803657532,0.10795529931783676,-32.98433303833008,0.5050504803657532,0.11435893923044205,146.49203491210938,797.0
70.81153607368469,0.554323673248291,0.11178373545408249,-37.525691986083984,0.554323673248291,0.1426021009683609,143.0413055419922,797.0
74.09246397018433,0.6082724928855896,0.12334839999675751,-41.365787506103516,0.6082724928855896,0.19954635202884674,145.6825714111328,797.0
78.60011911392212,0.6675567030906677,0.13200633227825165,-45.476070404052734,0.6675567030906677,0.24891145527362823,145.98904418945312,795.0
82.68645548820496,0.7320643663406372,0.14783622324466705,-50.23960876464844,0.7320643663406372,0.33273932337760925,146.39329528808594,795.0
86.41934490203857,0.8038584589958191,0.16824795305728912,-59.513065338134766,0.8038584589958191,0.46024203300476074,139.2654266357422,795.0
89.8357744216919,0.8818341493606567,0.2071819305419922,-74.70005798339844,0.8818341493606567,0.7052292823791504,127.15027618408203,795.0
92.93591570854187,0.967117965221405,0.31274476647377014,-95.27283477783203,0.967117965221405,1.3362048864364624,112.78569030761719,795.0
96.7083637714386,1.0615711212158203,0.2829529643058777,166.44187927246094,1.0615711212158203,1.6501574516296387,24.345989227294922,797.0
100.14109253883362,1.1655011177062988,0.16433624923229218,-168.44248962402344,1.1655011177062988,1.04597008228302,42.475677490234375,797.0
103.26891875267029,1.278772234916687,0.09837933629751205,175.4839324951172,1.278772234916687,0.7934628129005432,29.299928665161133,797.0
106.81923484802246,1.4044944047927856,0.08185196667909622,160.25221252441406,1.4044944047927856,0.7476176619529724,18.401416778564453,795.0
110.06265354156494,1.5432099103927612,0.05271941050887108,148.1895294189453,1.5432099103927612,0.6218904852867126,11.672768592834473,795.0
113.59921097755432,1.6949151754379272,0.03632870316505432,143.68167114257812,1.6949151754379272,0.5399451851844788,8.515973091125488,795.0
116.8292441368103,1.8587359189987183,0.02631022036075592,135.77734375,1.8587359189987183,0.4921034276485443,5.502841949462891,795.0
120.25931000709534,2.040816307067871,0.019385527819395065,133.10301208496094,2.040816307067871,0.4545976519584656,4.064316749572754,795.0
123.3870017528534,2.242152452468872,0.01447446458041668,132.5428009033203,2.242152452468872,0.4262957274913788,3.5078964233398438,795.0
126.64409184455872,2.4630541801452637,0.010327591560781002,129.4321746826172,2.4630541801452637,0.40113958716392517,2.836562395095825,797.0
129.97640299797058,2.702702760696411,0.007906539365649223,125.39868927001953,2.702702760696411,0.3869982361793518,2.399669647216797,796.0
132.99770522117615,2.9761903285980225,0.005263082217425108,115.05520629882812,2.9761903285980225,0.3683108985424042,1.4973222017288208,794.0
136.0619719028473,3.2679736614227295,0.004313821904361248,121.20573425292969,3.2679736614227295,0.36138227581977844,1.278555154800415,789.0
139.1169078350067,3.5971219539642334,0.0033342945389449596,123.53596496582031,3.5971219539642334,0.3533841669559479,1.057523488998413,794.0
142.14138269424438,3.9682538509368896,0.0025634656194597483,121.7926025390625,3.9682538509368896,0.3472480773925781,0.6469321846961975,796.0
145.3356773853302,4.385964393615723,0.0018977796426042914,116.92500305175781,4.385964393615723,0.3415427505970001,0.15824314951896667,789.0
148.4297821521759,4.854368686676025,0.001217804616317153,98.12544250488281,4.854368686676025,0.33439508080482483,0.4320608079433441,789.0
151.5906639099121,5.376343727111816,0.0008891669567674398,105.01091003417969,5.376343727111816,0.3305986523628235,0.32084527611732483,789.0
154.61691880226135,5.952380657196045,0.000641354825347662,111.06446075439453,5.952380657196045,0.3270183503627777,-0.13453947007656097,789.0
157.64807295799255,6.578947067260742,0.0005663164192810655,102.73239135742188,6.578947067260742,0.32724428176879883,0.34644272923469543,794.0
160.69580626487732,7.246376037597656,0.00033100825385190547,86.29010772705078,7.246376037597656,0.32296106219291687,0.5442786812782288,789.0
163.7837677001953,8.064516067504883,0.0005196602432988584,150.29917907714844,8.064516067504883,0.32315772771835327,0.5828307867050171,789.0
173.79815244674683,0.20000000298023224,0.09152806550264359,-13.970648765563965,0.20000000298023224,0.0245552659034729,113.335205078125,795.0
182.90074729919434,0.21939446032047272,0.09069283306598663,-16.08902931213379,0.21939446032047272,0.02767033688724041,105.27845764160156,797.0
